证券代码,证券名称,省份,行业类别,2018净利润（万元）
430636.OC,法普罗,上海,原材料,"-1,287.46"
430637.OC,菱博电子,上海,技术硬件与设备,"-1,203.10"
430638.OC,景格科技,上海,软件与服务,"-2,014.97"
430639.OC,ST派芬,上海,资本品,"-2,404.98"
430640.OC,摩威环境,上海,技术硬件与设备,271.2858
430641.OC,天健创新,北京,技术硬件与设备,"1,189.78"
430642.OC,映翰通,北京,技术硬件与设备,"4,602.65"
430644.OC,紫贝龙,北京,能源,-727.7014
430645.OC,中瑞药业,天津,制药、生物科技和生命科学,"1,220.70"
430646.OC,上海底特,上海,资本品,"1,882.76"
430647.OC,青鹰股份,上海,资本品,"-1,046.01"
430649.OC,绿清科技,天津,能源,47.6919
430650.OC,莱博股份,上海,原材料,-358.4706
430651.OC,金豹实业,上海,汽车与汽车零部件,"1,971.28"
430652.OC,三联泵业,安徽,资本品,"1,017.41"
430653.OC,同望科技,广东,软件与服务,537.8184
430655.OC,今泰科技,广东,原材料,885.2281
430656.OC,财安金融,上海,综合金融,279.164
430657.OC,ST楼兰,辽宁,软件与服务,"-7,756.11"
430658.OC,舜网传媒,山东,媒体与娱乐,273.1911
430659.OC,江苏铁发,江苏,运输,"5,003.98"
430660.OC,益佰环保,天津,媒体与娱乐,-907.0247
430661.OC,派尔科,上海,原材料,517.6027
430662.OC,罗曼股份,上海,资本品,"12,008.31"
430663.OC,大陆股份,山东,软件与服务,569.9609
430664.OC,联合永道,北京,软件与服务,234.3849
430665.OC,高衡力,广东,资本品,197.8774
430666.OC,绿伞化学,北京,家庭与个人用品,218.5388
430667.OC,三多堂,北京,媒体与娱乐,997.927
430668.OC,笃诚科技,江苏,制药、生物科技和生命科学,-975.8494
430669.OC,现代环境,上海,技术硬件与设备,-323.1714
430670.OC,东芯通信,安徽,软件与服务,"-2,799.32"
430671.OC,一卡易,广东,软件与服务,"2,081.09"
430672.OC,鼎浩股份,江苏,汽车与汽车零部件,"-3,844.47"
430673.OC,天佑铁道,上海,资本品,523.4734
430675.OC,天跃科技,上海,软件与服务,846.5124
430676.OC,恒立数控,浙江,资本品,445.4341
430677.OC,升华感应,河南,资本品,241.9604
430680.OC,联兴科技,山东,原材料,571.8407
430682.OC,中天羊业,甘肃,食品、饮料与烟草,"4,169.88"
430683.OC,新中德,湖北,资本品,567.4217
430684.OC,ST谊盛,上海,综合金融,-322.243
430685.OC,新芝生物,浙江,制药、生物科技和生命科学,"2,561.70"
430686.OC,华盛控股,安徽,制药、生物科技和生命科学,"-2,928.41"
430687.OC,华瑞核安,北京,技术硬件与设备,203.2496
430690.OC,楚祥医疗,北京,医疗保健设备与服务,-275.2189
430692.OC,杰纳瑞,广东,医疗保健设备与服务,-592.3234
430694.OC,ST华印,安徽,资本品,-994.2949
430695.OC,浩海科技,山东,软件与服务,"1,144.12"
430697.OC,宝石金卡,辽宁,技术硬件与设备,-476.0983
430698.OC,康普常青,湖北,资本品,250.6193
430701.OC,立德股份,江苏,汽车与汽车零部件,"1,292.08"
430703.OC,高山水,广东,资本品,"3,012.75"
430704.OC,同智伟业,山东,软件与服务,342.0809
430706.OC,海芯华夏,北京,电信业务,"3,057.90"
430709.OC,武汉深蓝,湖北,资本品,145.0788
430712.OC,索天科技,福建,软件与服务,-637.416
430714.OC,奇才股份,江苏,资本品,"5,052.69"
430715.OC,春泉节能,河南,技术硬件与设备,42.767
430716.OC,爱力浦,浙江,资本品,664.3257
430717.OC,源通机械,山东,资本品,581.5622
430718.OC,合肥高科,安徽,耐用消费品与服装,"1,380.05"
430719.OC,九鼎集团,北京,综合金融,"73,954.78"
430722.OC,鸿图建筑,上海,商业和专业服务,144.2037
430723.OC,金源科技,广东,原材料,"-1,370.76"
430724.OC,芳笛环保,湖北,商业和专业服务,"6,487.73"
430725.OC,九五智驾,北京,软件与服务,-576.0444
430726.OC,津宇嘉信,北京,资本品,144.9637
430727.OC,金格科技,江西,软件与服务,"1,192.30"
430728.OC,云鼎教育,山东,零售业,-452.0956
430729.OC,ST图骥科,浙江,技术硬件与设备,——
430730.OC,先大健康,山东,食品与主要用品零售,218.3642
430731.OC,凯地钻探,北京,商业和专业服务,-85.696
430732.OC,威马股份,山东,能源,-324.787
430733.OC,御食园,北京,食品、饮料与烟草,"1,300.03"
430734.OC,源渤科技,辽宁,媒体与娱乐,92.6551
430735.OC,智达康,江苏,技术硬件与设备,"-1,865.42"
430736.OC,中江种业,江苏,食品、饮料与烟草,423.1108
430737.OC,斯达科技,江苏,资本品,"1,908.78"
430738.OC,ST白兔湖,安徽,汽车与汽车零部件,——
430742.OC,光维通信,上海,技术硬件与设备,961.4458
430743.OC,尚思传媒,广东,媒体与娱乐,-355.4557
430744.OC,星晨互联,广东,软件与服务,-177.9395
430745.OC,诺文科技,陕西,技术硬件与设备,-1.7124
430746.OC,七星科技,新疆,资本品,"1,125.72"
430748.OC,恒均科技,安徽,原材料,-184.3585
430749.OC,金化高容,湖南,原材料,"1,021.04"
430753.OC,琼中农信,海南,银行,"13,153.77"
430755.OC,华曦达,广东,耐用消费品与服装,"1,065.99"
430756.OC,柒号传媒,北京,媒体与娱乐,-308.1034
430757.OC,天翔昌运,北京,资本品,——
430758.OC,四联智能,陕西,软件与服务,"-4,045.64"
430759.OC,ST凯路仕,广东,耐用消费品与服装,"-10,188.19"
430761.OC,升禾环保,广西,商业和专业服务,"1,938.47"
430762.OC,荣昌育种,山东,食品、饮料与烟草,"1,350.01"
430763.OC,爱科迪,北京,技术硬件与设备,"-1,121.21"
430764.OC,美诺福,上海,商业和专业服务,734.1499
830765.OC,协盛科技,天津,资本品,348.7152
830767.OC,ST网虫,宁夏,软件与服务,"-2,829.24"
830768.OC,耀通科技,山东,资本品,-812.9396
830769.OC,华财会计,北京,商业和专业服务,78.9881
830770.OC,牛商股份,广东,软件与服务,-43.6344
830771.OC,华灿电讯,江苏,技术硬件与设备,536.0086
830772.OC,远航科技,山东,资本品,442.7195
830773.OC,正扬股份,河南,资本品,-317.1123
830774.OC,百博生物,山东,制药、生物科技和生命科学,76.5855
830775.OC,吉华材料,浙江,原材料,"1,056.42"
830776.OC,帕特尔,黑龙江,资本品,"-2,245.74"
830777.OC,金达莱,江西,商业和专业服务,"23,340.26"
830778.OC,博思堂,广东,媒体与娱乐,765.1924
830779.OC,武汉蓝电,湖北,技术硬件与设备,"3,332.43"
830780.OC,永鹏科技,重庆,软件与服务,"-1,989.49"
830781.OC,精鹰传媒,广东,媒体与娱乐,706.4533
830782.OC,泰安众诚,山东,资本品,"3,706.51"
830783.OC,广源精密,山东,汽车与汽车零部件,-304.4446
830784.OC,威尔凯,上海,资本品,-388.4476
830785.OC,冰洋科技,辽宁,食品、饮料与烟草,55.6208
830786.OC,华源股份,江苏,商业和专业服务,"1,259.29"
830787.OC,唐朝股份,福建,原材料,8.4939
830789.OC,博富科技,江苏,原材料,"-1,073.61"
830790.OC,希迈气象,吉林,技术硬件与设备,80.3966
830791.OC,佳晓股份,云南,公用事业,258.7104
830792.OC,创新科技,山东,原材料,"-1,685.12"
830793.OC,阿拉丁,上海,原材料,"5,582.05"
830794.OC,奥派股份,江苏,消费者服务,"1,408.21"
830796.OC,云南路桥,云南,资本品,"-35,179.38"
830797.OC,易之景和,上海,商业和专业服务,-66.8746
830798.OC,中外名人,北京,媒体与娱乐,362.5387
830799.OC,艾融软件,上海,软件与服务,"5,434.40"
830801.OC,盈富通,广东,媒体与娱乐,-479.0036
830802.OC,金象传动,江苏,资本品,-525.2877
830803.OC,新松医疗,辽宁,医疗保健设备与服务,599.8677
830806.OC,亚锦科技,浙江,软件与服务,"45,630.68"
830807.OC,恒瑞能源,安徽,公用事业,"-1,306.53"
830809.OC,安达科技,贵州,原材料,"4,601.60"
830810.OC,广东羚光,广东,原材料,"1,140.65"
830812.OC,华实股份,辽宁,消费者服务,"1,995.51"
830813.OC,熔金股份,河南,原材料,"3,022.31"
830814.OC,浩博新材,江苏,半导体产品与设备,"-5,278.09"
830815.OC,蓝山科技,北京,技术硬件与设备,"4,502.51"
830817.OC,鼎炬科技,浙江,技术硬件与设备,-262.7322
830818.OC,巨峰股份,江苏,资本品,817.3144
830819.OC,ST致生,北京,软件与服务,"-30,303.88"
830821.OC,雪郎生物,安徽,原材料,560.2495
830823.OC,拓天节能,湖南,技术硬件与设备,-257.1921
830824.OC,华虹科技,福建,资本品,-65.6878
830825.OC,和泰润佳,重庆,原材料,394.3568
830827.OC,世优电气,湖南,资本品,-421.2023
830828.OC,万绿生物,云南,食品、饮料与烟草,722.4341
830829.OC,华精新材,江苏,原材料,"-1,172.16"
830830.OC,新昶虹,江苏,资本品,490.0052
830832.OC,齐鲁华信,山东,原材料,"5,024.59"
830833.OC,九生堂,湖北,医疗保健设备与服务,"2,146.77"
830834.OC,信达化工,山东,原材料,——
830836.OC,荆楚网,湖北,软件与服务,32.794
830837.OC,古城香业,河北,家庭与个人用品,"3,231.97"
830839.OC,万通液压,山东,资本品,"4,303.22"
830840.OC,永力科技,湖北,技术硬件与设备,"1,858.95"
830841.OC,长牛股份,广东,资本品,"-1,277.54"
830842.OC,长天思源,广东,商业和专业服务,"2,286.26"
830843.OC,沃迪智能,上海,资本品,"-1,399.96"
830844.OC,鸿远电气,天津,资本品,-268.2517
830845.OC,芯邦科技,广东,技术硬件与设备,-690.5573
830846.OC,格林检测,山东,商业和专业服务,"1,180.75"
830847.OC,晟嘉电气,四川,资本品,360.9137
830848.OC,鑫森海,福建,技术硬件与设备,341.3397
830849.OC,平原智能,河南,资本品,"8,523.30"
830850.OC,万企达,江苏,零售业,——
830851.OC,骏华农牧,宁夏,食品、饮料与烟草,"-2,439.17"
830852.OC,中科仪,辽宁,资本品,"1,973.36"
830853.OC,天加新材,江苏,原材料,-319.9389
830855.OC,盈谷股份,宁夏,原材料,-474.1964
830856.OC,合矿股份,安徽,资本品,315.3411
830857.OC,金冠科技,广东,商业和专业服务,"1,212.96"
830859.OC,金旭农发,湖北,食品、饮料与烟草,"-1,830.89"
830860.OC,奥特股份,宁夏,技术硬件与设备,50.9634
830861.OC,金诺科技,安徽,媒体与娱乐,132.9798
830862.OC,丰海科技,广东,技术硬件与设备,"1,024.07"
830863.OC,瑞华天健,北京,软件与服务,-133.4808
830864.OC,诚思科技,辽宁,软件与服务,286.5725
830866.OC,凌志软件,江苏,软件与服务,"9,123.01"
830867.OC,全华光电,湖北,耐用消费品与服装,147.8625
830868.OC,建策科技,江苏,软件与服务,-143.2535
830870.OC,松宝智能,安徽,资本品,"2,410.91"
830871.OC,天元晟业,北京,媒体与娱乐,-498.8939
830872.OC,长信畅中,湖南,软件与服务,249.8445
830873.OC,奥测世纪,北京,商业和专业服务,311.6077
830874.OC,金田元丰,江苏,资本品,-265.4461
830875.OC,千草科技,四川,食品、饮料与烟草,"-2,641.94"
830876.OC,黄河软轴,河南,资本品,205.555
830877.OC,康莱股份,浙江,耐用消费品与服装,-214.6047
830878.OC,智信股份,云南,软件与服务,"-1,946.57"
830879.OC,基康仪器,北京,技术硬件与设备,"1,447.13"
830880.OC,火凤凰,江苏,资本品,694.2447
830881.OC,圣泉集团,山东,原材料,"49,976.68"
830882.OC,佳龙股份,江苏,资本品,"1,458.21"
830883.OC,联桥新材,山东,原材料,"1,226.73"
830884.OC,天地日月,北京,资本品,-479.5347
830885.OC,波斯科技,广东,原材料,"5,275.26"
830886.OC,福建太尔,福建,技术硬件与设备,"-3,670.34"
830887.OC,吉美思,江苏,技术硬件与设备,584.4835
830888.OC,世纪工场,北京,媒体与娱乐,144.7509
830889.OC,深拓智能,湖南,资本品,244.7973
830890.OC,海魄科技,上海,软件与服务,142.1528
830891.OC,轩辕网络,广东,软件与服务,70.698
830892.OC,海迈科技,福建,软件与服务,"1,281.07"
830893.OC,亚泽股份,上海,家庭与个人用品,524.9605
830894.OC,紫竹桩基,辽宁,商业和专业服务,"3,302.07"
830896.OC,旺成科技,重庆,汽车与汽车零部件,"4,435.99"
830898.OC,华人天地,北京,媒体与娱乐,"-2,452.53"
830899.OC,联讯证券,广东,综合金融,"-14,297.13"
830900.OC,ST维福特,江苏,原材料,"-2,975.26"
830901.OC,隆玛科技,江苏,资本品,338.179
830902.OC,长仪股份,四川,资本品,-389.6361
830903.OC,复展科技,上海,半导体产品与设备,-589.8769
830904.OC,博思特,天津,能源,"5,833.31"
830905.OC,成聪软件,湖南,软件与服务,82.0782
830906.OC,万事达,山东,资本品,"4,342.94"
830910.OC,安证通,北京,软件与服务,-126.2486
830911.OC,标榜新材,江苏,资本品,"1,071.43"
830913.OC,中北通磁,辽宁,技术硬件与设备,"-1,918.77"
830914.OC,海赛电装,湖南,资本品,-126.6451
830915.OC,味群食品,河北,食品、饮料与烟草,908.0751
830916.OC,ST公准,黑龙江,食品、饮料与烟草,——
830917.OC,网波股份,上海,软件与服务,-487.0154
830918.OC,银发环保,云南,商业和专业服务,"-1,277.53"
830920.OC,聚融集团,重庆,原材料,"2,550.03"
830921.OC,海阳股份,上海,商业和专业服务,"2,169.50"
830922.OC,裕荣光电,上海,技术硬件与设备,-186.4052
830923.OC,上元堂,江苏,食品与主要用品零售,"1,105.07"
830924.OC,星龙科技,广东,技术硬件与设备,-61.5424
830926.OC,迪浩股份,山东,原材料,-524.7197
830927.OC,兆久成,浙江,软件与服务,-934.3084
830928.OC,康定电子,广东,技术硬件与设备,-694.7526
830929.OC,幸美股份,广东,家庭与个人用品,"-3,506.62"
830930.OC,天行健,山东,运输,-80.2603
830931.OC,仁会生物,上海,制药、生物科技和生命科学,"-21,359.48"
830932.OC,博扬超声,山东,技术硬件与设备,4.7081
830933.OC,纳晶科技,浙江,半导体产品与设备,"-1,149.79"
830934.OC,玻尔科技,湖北,原材料,298.4352
830935.OC,伊帕尔汗,新疆,家庭与个人用品,152.372
830936.OC,约克动漫,河南,媒体与娱乐,777.3198
830938.OC,可恩口腔,山东,医疗保健设备与服务,"-4,304.89"
830939.OC,君山股份,上海,原材料,"2,660.79"
830940.OC,科宏生物,安徽,原材料,"1,553.78"
830941.OC,明硕股份,上海,商业和专业服务,41.2055
830942.OC,北方数据,江苏,软件与服务,663.6971
830943.OC,科明数码,山东,软件与服务,264.3308
830944.OC,景尚旅业,江苏,消费者服务,777.2174
830945.OC,麟龙新材,江苏,原材料,-632.4121
830946.OC,森萱医药,江苏,制药、生物科技和生命科学,"5,239.44"
830947.OC,金柏股份,辽宁,资本品,560.3355
830949.OC,中窑股份,广东,资本品,396.9205
830950.OC,华隆股份,新疆,能源,867.7806
830952.OC,方兰德,山东,能源,——
830953.OC,惠当家,江西,软件与服务,33.6712
830955.OC,大盛微电,河南,资本品,"-1,317.87"
830957.OC,佳成科技,江苏,资本品,38.4394
830958.OC,鑫庄农贷,江苏,银行,395.6099
830959.OC,ST爱珂,浙江,耐用消费品与服装,"-2,803.53"
830961.OC,圣华农科,陕西,资本品,"-1,273.30"
830962.OC,科德威,黑龙江,原材料,-88.8735
830964.OC,润农节水,河北,原材料,"4,962.54"
830966.OC,苏北花卉,江苏,资本品,"4,284.79"
830969.OC,智通人才,广东,商业和专业服务,"2,337.08"
830970.OC,艾录股份,上海,原材料,"5,269.17"
830971.OC,科特环保,江苏,技术硬件与设备,"1,806.35"
830972.OC,道一信息,广东,软件与服务,"1,706.01"
830974.OC,凯大催化,浙江,原材料,"1,806.80"
830975.OC,东和股份,山东,资本品,22.2209
830976.OC,电通微电,广东,技术硬件与设备,-123.6162
830978.OC,先临三维,浙江,技术硬件与设备,"-2,956.31"
830980.OC,日昇生态,广东,资本品,908.4788
830981.OC,世纪钨材,湖南,原材料,-448.4684
830982.OC,中易腾达,广东,技术硬件与设备,428.5454
830983.OC,保得威尔,广东,技术硬件与设备,162.0589
830984.OC,德邦工程,江苏,原材料,20.0566
830985.OC,浙江力诺,浙江,资本品,"7,202.40"
830986.OC,九星娱乐,安徽,媒体与娱乐,"-18,245.54"
830987.OC,四平包装,重庆,原材料,191.6869
830988.OC,兴和股份,湖北,资本品,"3,563.61"
830990.OC,鹏盾电商,上海,能源,694.5804
830993.OC,壹玖壹玖,四川,零售业,"-67,607.24"
830994.OC,金友智能,上海,资本品,33.32
830995.OC,九洲光电,四川,耐用消费品与服装,"-16,754.89"
830996.OC,汇能精电,北京,半导体产品与设备,403.6673
830997.OC,领意信息,上海,软件与服务,107.5861
830998.OC,大铭新材,浙江,资本品,-439.4125
830999.OC,银橙传媒,上海,软件与服务,"3,192.43"
831001.OC,英特罗,上海,资本品,-251.0555
831002.OC,飞鱼星,四川,技术硬件与设备,-558.1522
831003.OC,金大股份,浙江,耐用消费品与服装,"-7,213.10"
831004.OC,宝泰股份,江苏,资本品,-331.6645
831005.OC,华维电瓷,江西,资本品,"-3,345.57"
831006.OC,久易农业,安徽,原材料,"1,525.98"
831007.OC,ST汉咏,江苏,半导体产品与设备,"-2,363.23"
831009.OC,合锐赛尔,北京,资本品,658.5775
831010.OC,凯添燃气,宁夏,公用事业,"4,129.63"
