证券代码,证券名称,省份,行业类别,2018净利润（万元）
870801.OC,皖创环保,安徽,商业和专业服务,74.8417
870802.OC,多立恒,北京,能源,559.8982
870803.OC,济群医药,江苏,制药、生物科技和生命科学,"1,333.71"
870804.OC,科志股份,四川,资本品,"3,357.47"
870805.OC,高信股份,山东,软件与服务,"8,776.80"
870806.OC,世界旅游,浙江,消费者服务,127.519
870809.OC,爱科麦,河南,原材料,722.8097
870810.OC,昌顺烘焙,上海,耐用消费品与服装,606.0736
870811.OC,神农药房,吉林,食品与主要用品零售,223.2346
870812.OC,赛富电力,广西,商业和专业服务,"2,543.91"
870814.OC,便捷神,广东,食品与主要用品零售,11.2883
870815.OC,汇维科技,吉林,资本品,"1,244.60"
870817.OC,华泰信息,北京,软件与服务,-331.9
870818.OC,莱斯达,北京,技术硬件与设备,4.0843
870819.OC,乾云科技,山东,软件与服务,"-2,514.67"
870820.OC,经纬智能,广东,技术硬件与设备,-217.9912
870821.OC,高速传媒,重庆,媒体与娱乐,"1,752.90"
870822.OC,美林通,河南,软件与服务,324.4281
870824.OC,扬讯技术,重庆,商业和专业服务,279.005
870825.OC,惠锋新科,四川,资本品,396.1007
870827.OC,牛咖斯,北京,消费者服务,"-3,550.26"
870830.OC,思路名扬,广东,耐用消费品与服装,58.3305
870832.OC,好易信息,宁夏,软件与服务,20.5136
870833.OC,红有软件,新疆,软件与服务,"1,300.07"
870834.OC,携车网,天津,商业和专业服务,742.6968
870836.OC,柏兆记,安徽,食品、饮料与烟草,-57.1265
870837.OC,鸿泰种业,甘肃,食品、饮料与烟草,157.3763
870838.OC,盛金源,广东,商业和专业服务,-237.0255
870840.OC,鼎欣科技,北京,软件与服务,"3,316.64"
870841.OC,校外宝,上海,消费者服务,-538.154
870843.OC,国傲科技,福建,软件与服务,-414.6616
870844.OC,金浔股份,云南,资本品,"3,067.85"
870847.OC,达人旅业,浙江,消费者服务,-69.3629
870848.OC,柏亚股份,广东,资本品,381.7071
870849.OC,亿安天下,北京,软件与服务,65.5188
870851.OC,共享伟业,辽宁,软件与服务,-253.2189
870853.OC,永和阳光,湖南,制药、生物科技和生命科学,110.3234
870854.OC,百思寒,浙江,耐用消费品与服装,26.1418
870855.OC,泰尔视控,广东,技术硬件与设备,-399.1722
870856.OC,诚辉医疗,广东,医疗保健设备与服务,99.5535
870857.OC,数造科技,上海,技术硬件与设备,-368.3501
870859.OC,隆赋药业,广东,制药、生物科技和生命科学,"1,479.50"
870860.OC,金三立,广东,技术硬件与设备,"1,798.51"
870861.OC,避暑山庄,河北,消费者服务,907.486
870864.OC,德和科技,浙江,原材料,926.2982
870866.OC,绿亨科技,广东,食品、饮料与烟草,"4,039.50"
870867.OC,鑫盛股份,江苏,资本品,"2,253.09"
870868.OC,城乡建设,福建,商业和专业服务,4.5422
870869.OC,比特智能,山东,技术硬件与设备,"1,173.15"
870870.OC,华信智能,广东,软件与服务,336.6627
870872.OC,华信泰,北京,软件与服务,108.896
870873.OC,德盟科技,广东,技术硬件与设备,227.1791
870874.OC,国民银行,浙江,银行,944.8627
870875.OC,豫辰药业,河南,制药、生物科技和生命科学,825.9675
870876.OC,鼎安交通,广东,汽车与汽车零部件,"1,145.30"
870877.OC,星星服装,安徽,耐用消费品与服装,"4,396.83"
870879.OC,元盛塑业,浙江,汽车与汽车零部件,"1,619.09"
870880.OC,中立格林,北京,技术硬件与设备,551.5246
870881.OC,宁泊环保,河北,商业和专业服务,"1,626.82"
870882.OC,春夏新科,广东,耐用消费品与服装,"1,100.16"
870884.OC,硕达股份,广东,商业和专业服务,1.3546
870885.OC,利恩信息,广东,技术硬件与设备,818.5523
870886.OC,聚房宝,广东,软件与服务,"-1,095.75"
870887.OC,本润股份,广东,资本品,-544.3622
870888.OC,前沿信安,北京,软件与服务,127.8482
870889.OC,鲁班艺术,福建,资本品,533.9409
870890.OC,长峰医院,北京,医疗保健设备与服务,"5,501.81"
870891.OC,泰龙互联,湖北,软件与服务,-77.4652
870892.OC,杭州路桥,浙江,资本品,"6,215.83"
870893.OC,ST华龙,北京,商业和专业服务,-975.4425
870895.OC,卓硕电子,广东,耐用消费品与服装,-141.5348
870896.OC,索谱尔,广东,软件与服务,-342.669
870897.OC,鹏程装备,北京,资本品,-562.0666
870899.OC,丰华轮胎,江苏,资本品,-199.7712
870900.OC,弘景光电,广东,技术硬件与设备,613.6341
870902.OC,东微智能,广东,软件与服务,879.6336
870905.OC,时尚百联,北京,软件与服务,237.5981
870906.OC,海和科技,广东,技术硬件与设备,386.713
870908.OC,托展新材,四川,原材料,357.8941
870909.OC,高更科技,上海,食品、饮料与烟草,-31.0171
870911.OC,何氏协力,广东,汽车与汽车零部件,-131.6862
870912.OC,中科数联,辽宁,软件与服务,303.6651
870914.OC,山天大蓄,北京,商业和专业服务,490.1998
870916.OC,雷利股份,江苏,软件与服务,56.0199
870917.OC,中恒通,江苏,资本品,"2,554.45"
870920.OC,融汇通,山东,商业和专业服务,79.0919
870923.OC,西部资信,陕西,商业和专业服务,"1,899.64"
870924.OC,安卡网络,浙江,软件与服务,93.2879
870925.OC,爱侬养老,北京,医疗保健设备与服务,262.2226
870927.OC,上海中兴,上海,技术硬件与设备,"-2,972.81"
870928.OC,复旦上科,上海,商业和专业服务,"1,547.50"
870931.OC,侨虹新材,广西,耐用消费品与服装,-399.8892
870932.OC,辰奕智能,广东,技术硬件与设备,801.0845
870933.OC,优华物联,广东,软件与服务,-905.5808
870935.OC,爱吉仁,浙江,原材料,530.2457
870936.OC,兰花药业,山西,制药、生物科技和生命科学,138.2307
870938.OC,龙腾设计,江苏,商业和专业服务,"2,129.35"
870940.OC,绿洲香料,上海,原材料,"1,478.05"
870942.OC,科大环境,江苏,商业和专业服务,714.4502
870950.OC,丰源热力,辽宁,公用事业,"2,140.53"
870951.OC,先卓科技,江苏,食品、饮料与烟草,46.1258
870952.OC,三辰电器,浙江,资本品,143.6118
870953.OC,航标视讯,北京,软件与服务,-187.6145
870954.OC,中盛股份,安徽,原材料,-756.5908
870955.OC,海天网联,北京,媒体与娱乐,803.6762
870956.OC,花火文化,福建,媒体与娱乐,-481.6595
870957.OC,侨森医疗,山东,医疗保健设备与服务,270.6828
870958.OC,中交通力,陕西,资本品,"4,363.26"
870959.OC,公正股份,陕西,商业和专业服务,710.3
870960.OC,精茂健康,广东,资本品,-294.4003
870961.OC,宝信环球,广东,零售业,703.1055
870962.OC,四联交通,重庆,商业和专业服务,925.8665
870963.OC,巴尚实业,上海,技术硬件与设备,-333.7749
870965.OC,中油华东,江苏,零售业,"2,197.93"
870966.OC,多禾互娱,江苏,媒体与娱乐,-252.9496
870967.OC,方智科技,北京,资本品,585.5471
870968.OC,开心教育,广东,媒体与娱乐,570.8335
870970.OC,常熟古建,江苏,资本品,"6,249.18"
870972.OC,广州塔,广东,消费者服务,"14,719.59"
870974.OC,汉舟电气,四川,资本品,"1,997.38"
870975.OC,千吉莱,浙江,消费者服务,-650.089
870976.OC,视声智能,广东,技术硬件与设备,979.724
870978.OC,市中股份,上海,商业和专业服务,-457.5228
870979.OC,凯安智能,江西,原材料,"1,271.63"
870980.OC,盛业节能,广西,商业和专业服务,35.3873
870981.OC,希源农业,海南,食品、饮料与烟草,"1,218.20"
870984.OC,新荣昌,广东,商业和专业服务,"10,675.33"
870986.OC,一号农场,江苏,食品、饮料与烟草,118.8047
870988.OC,世开股份,重庆,运输,37.1612
870990.OC,康琦影业,北京,媒体与娱乐,-372.1609
870991.OC,鑫丰种业,山东,食品、饮料与烟草,-222.2771
870992.OC,中百信,北京,软件与服务,"3,111.03"
870993.OC,亿诺焊接,上海,资本品,"1,254.30"
870996.OC,天缘股份,天津,原材料,-313.4421
870997.OC,爱德利,浙江,资本品,208.86
870998.OC,朗绿科技,上海,商业和专业服务,"2,893.95"
870999.OC,三一学院,湖南,消费者服务,"1,623.77"
871001.OC,瀛海科技,广东,耐用消费品与服装,6.1831
871002.OC,旗升电气,上海,资本品,215.1582
871003.OC,卓力昕,江苏,软件与服务,765.5148
871005.OC,太环股份,山东,商业和专业服务,606.834
871008.OC,恒源洁具,浙江,耐用消费品与服装,-273.7983
871012.OC,穿越科技,江苏,软件与服务,"-1,200.35"
871013.OC,心海导航,北京,软件与服务,31.7488
871014.OC,淘淘羊,浙江,零售业,-360.6226
871016.OC,华健药包,江苏,医疗保健设备与服务,73.4666
871017.OC,同岩科技,上海,软件与服务,165.5936
871018.OC,华菱电子,山东,技术硬件与设备,"6,843.09"
871019.OC,天沐影业,浙江,媒体与娱乐,"2,055.32"
871020.OC,横竖生物,四川,制药、生物科技和生命科学,"1,129.69"
871022.OC,熙成传媒,重庆,媒体与娱乐,9.8179
871023.OC,博通信息,湖南,软件与服务,171.519
871024.OC,中创智慧,天津,软件与服务,308.849
871027.OC,上海大漠,上海,软件与服务,146.2893
871028.OC,天华信息,江苏,软件与服务,"4,061.17"
871030.OC,绿福股份,安徽,食品、饮料与烟草,174.1046
871031.OC,路博科技,上海,资本品,412.8628
871032.OC,恒宇环保,安徽,商业和专业服务,"-1,106.55"
871033.OC,光速达,福建,软件与服务,888.6426
871035.OC,安盟信息,北京,软件与服务,180.9291
871037.OC,天和环保,河北,资本品,754.9752
871039.OC,软都科技,北京,软件与服务,-126.9166
871041.OC,中平股份,福建,商业和专业服务,"2,322.88"
871042.OC,休恩科技,北京,软件与服务,361.45
871044.OC,中科希望,北京,软件与服务,28.9892
871045.OC,伊诺环保,浙江,商业和专业服务,497.2991
871047.OC,中卓智能,江苏,资本品,441.9108
871048.OC,先正电子,江苏,技术硬件与设备,"1,051.77"
871049.OC,ST穿山甲,江苏,资本品,-927.4792
871053.OC,维海德,广东,技术硬件与设备,"5,098.89"
871054.OC,展新股份,江苏,技术硬件与设备,"5,539.65"
871055.OC,生物源,广东,食品、饮料与烟草,531.8219
871056.OC,江苏华商,江苏,零售业,"2,002.31"
871057.OC,斯玛特,广东,医疗保健设备与服务,144.7071
871060.OC,恒力包装,江苏,资本品,531.2594
871063.OC,祥博传热,浙江,资本品,"1,335.67"
871064.OC,科瑞变流,湖南,资本品,292.3406
871067.OC,盛达股份,浙江,资本品,-215.8654
871068.OC,鑫民玻璃,安徽,原材料,944.0831
871069.OC,越界影业,重庆,媒体与娱乐,"-3,419.16"
871070.OC,银商股份,北京,软件与服务,355.3908
871071.OC,康瑞体育,山东,耐用消费品与服装,31.042
871073.OC,大禾智能,福建,资本品,-154.4123
871074.OC,极光王,广东,技术硬件与设备,-444.4734
871075.OC,朗涛股份,上海,零售业,756.2135
871076.OC,同济建管,江西,商业和专业服务,207.1166
871077.OC,神龙药业,江苏,制药、生物科技和生命科学,443.1649
871080.OC,热点股份,广东,软件与服务,749.6532
871081.OC,东亚股份,福建,资本品,397.3891
871082.OC,龙翔药业,湖北,制药、生物科技和生命科学,"2,572.65"
871084.OC,高新现代,广东,软件与服务,"5,657.78"
871085.OC,捷信达,福建,资本品,818.313
871086.OC,ST网格,北京,软件与服务,-426.2054
871087.OC,锐驰瑞德,北京,软件与服务,16.8157
871088.OC,百草堂,广东,原材料,188.8586
871089.OC,永立环保,浙江,资本品,134.3731
871090.OC,金曦科技,安徽,软件与服务,-554.6514
871091.OC,豪能科技,浙江,原材料,"2,907.89"
871092.OC,千水环境,湖北,资本品,295.0887
871093.OC,广天股份,浙江,资本品,"-1,833.20"
871095.OC,得益节能,广东,商业和专业服务,558.1253
871097.OC,三合股份,广东,资本品,831.8558
871098.OC,彩虹颜料,广东,原材料,845.219
871099.OC,金汇通航,上海,资本品,"22,889.69"
871100.OC,普业股份,北京,资本品,675.9017
871101.OC,福能期货,福建,综合金融,"1,526.58"
871102.OC,混沌天成,广东,综合金融,"-4,302.91"
871107.OC,ST希思,广东,医疗保健设备与服务,-747.6748
871108.OC,春晖仪表,浙江,技术硬件与设备,"1,036.50"
871109.OC,海宏股份,天津,运输,-404.7682
871110.OC,途居露营,安徽,消费者服务,-526.0459
871112.OC,钱林股份,北京,技术硬件与设备,-262.3076
871113.OC,汇中保险,广东,保险,450.7163
871114.OC,融信通,北京,软件与服务,-20.2766
871115.OC,昆汀科技,浙江,软件与服务,"2,204.31"
871117.OC,立讯检测,广东,商业和专业服务,567.6018
871120.OC,诺康医疗,广东,医疗保健设备与服务,"-1,317.60"
871121.OC,泰丰股份,江苏,媒体与娱乐,"2,799.82"
871122.OC,喀什银行,新疆,银行,"8,067.17"
871123.OC,金色田园,安徽,原材料,-294.6167
871124.OC,三绅文化,天津,商业和专业服务,-397.233
871125.OC,上洋股份,浙江,资本品,442.6251
871126.OC,北京大源,北京,耐用消费品与服装,"6,346.84"
871127.OC,佑赛科技,安徽,资本品,-24.1165
871129.OC,天济草堂,湖南,制药、生物科技和生命科学,"4,579.95"
871131.OC,德春电力,江苏,资本品,235.5799
871132.OC,百联科技,江苏,资本品,-335.2841
871135.OC,鼎邦科技,云南,商业和专业服务,"1,223.28"
871136.OC,XD利达环,浙江,资本品,523.9088
871137.OC,华育智能,江苏,软件与服务,369.0905
871138.OC,沐家家居,浙江,零售业,"1,317.87"
871139.OC,宏创科技,江苏,软件与服务,171.6323
871140.OC,雅图股份,浙江,商业和专业服务,205.186
871141.OC,胤旭机电,上海,资本品,-167.4753
871142.OC,蚁坊软件,湖南,软件与服务,878.7882
871143.OC,佳力奇,安徽,原材料,"2,447.09"
871144.OC,中工美,北京,商业和专业服务,"2,225.67"
871147.OC,万家宝,福建,耐用消费品与服装,-90.0214
871148.OC,艾科技术,广东,技术硬件与设备,327.6833
871149.OC,天阳精密,广东,汽车与汽车零部件,341.7492
871153.OC,联合荣大,北京,原材料,"2,553.20"
871155.OC,金蝶天燕,广东,软件与服务,961.1619
871157.OC,新宇航,北京,资本品,96.5499
871158.OC,东源股份,浙江,原材料,775.3589
871159.OC,少数派,北京,软件与服务,373.1661
871161.OC,绿通燃气,山东,公用事业,136.0713
871163.OC,润康生态,广东,原材料,"2,393.89"
871166.OC,三利节能,北京,资本品,-174.8201
871167.OC,合顺兴,广东,家庭与个人用品,"1,093.71"
871168.OC,曦望文化,广东,媒体与娱乐,28.7278
871169.OC,蓝耘科技,北京,软件与服务,162.9016
871170.OC,东源物流,江苏,运输,272.0157
871171.OC,金盾电子,浙江,技术硬件与设备,"3,199.49"
871172.OC,临涣水务,安徽,公用事业,"4,698.21"
871173.OC,中绿恒,江西,食品、饮料与烟草,110.2624
871174.OC,正荣网际,北京,技术硬件与设备,-391.69
871175.OC,俊马密封,四川,原材料,241.7706
871176.OC,盛伟科技,江西,制药、生物科技和生命科学,583.324
871177.OC,邦禾生态,江苏,原材料,585.1774
871178.OC,高盛信息,山东,软件与服务,119.7359
871179.OC,华塑实业,浙江,原材料,"2,639.72"
871181.OC,嘉缘花木,云南,资本品,"2,956.74"
871183.OC,博瑞信息,广东,商业和专业服务,647.4014
871184.OC,锦源生物,江西,食品、饮料与烟草,-23.0737
871185.OC,日迅鑫,广东,原材料,77.6728
871186.OC,中御建设,北京,资本品,626.5496
871188.OC,科玮股份,广东,家庭与个人用品,775.5678
871189.OC,友信科技,北京,汽车与汽车零部件,"-1,889.84"
871190.OC,力天网络,福建,软件与服务,89.3882
871191.OC,ST万芳,福建,食品、饮料与烟草,-531.9024
871192.OC,东审财税,北京,商业和专业服务,83.5839
871194.OC,博大制药,吉林,制药、生物科技和生命科学,"6,171.41"
871195.OC,皇封参,吉林,制药、生物科技和生命科学,"5,081.70"
871196.OC,交大思诺,北京,软件与服务,"10,648.34"
871197.OC,今世界,辽宁,媒体与娱乐,"1,421.11"
871198.OC,国云科技,广东,软件与服务,"-2,159.98"
871199.OC,幸福家,广东,软件与服务,68.5612
871200.OC,明德圣贤,北京,媒体与娱乐,"-1,369.58"
871201.OC,宏马物流,江苏,运输,"4,145.57"
871206.OC,二乘三,广东,软件与服务,-296.4845
871212.OC,超游网络,福建,媒体与娱乐,"1,348.73"
871215.OC,乾丰股份,上海,运输,338.0567
871219.OC,安和水电,四川,公用事业,975.8422
871221.OC,鼎讯科技,四川,软件与服务,87.241
871222.OC,峰华铁信,河南,软件与服务,307.8723
871223.OC,广晟健发,江苏,原材料,"4,239.70"
871225.OC,都都股份,山东,媒体与娱乐,-234.078
871226.OC,凯英科技,天津,商业和专业服务,927.2574
871228.OC,成名科技,北京,软件与服务,63.7931
871229.OC,合力创新,山西,软件与服务,"1,559.55"
871230.OC,熊猫国旅,广东,消费者服务,152.3435
871231.OC,中科亚创,福建,媒体与娱乐,34.5541
871232.OC,广凌科技,广东,软件与服务,32.897
